Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPresent(findTestObject(""Object Repository/Page_T-shirts  Size L - My Store/span_In stock""), 0)",Chrome 106.0.0.0,,,2022-10-16 20:30:21,2022-10-16 20:30:21,"0,431s",PASSED
"click(findTestObject(""Object Repository/Page_T-shirts  Size L - My Store/span_Add to cart""))",Chrome 106.0.0.0,,,2022-10-16 20:30:21,2022-10-16 20:30:22,"0,449s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_T-shirts  Size L - My Store/h2_Product successfully added to your shopp_45f75f""), 0)",Chrome 106.0.0.0,,,2022-10-16 20:30:22,2022-10-16 20:30:29,"7,520s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_T-shirts  Size L - My Store/span_Importo_1""), 0)",Chrome 106.0.0.0,,,2022-10-16 20:30:29,2022-10-16 20:30:30,"0,358s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_T-shirts  Size L - My Store/span_Faded Short Sleeve T-shirts""), 0)",Chrome 106.0.0.0,,,2022-10-16 20:30:30,2022-10-16 20:30:30,"0,356s",PASSED
"click(findTestObject(""Object Repository/Page_T-shirts  Size L - My Store/span_Proceed to checkout""))",Chrome 106.0.0.0,,,2022-10-16 20:30:30,2022-10-16 20:30:40,"9,684s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Order - My Store/a_Faded Short Sleeve T-shirts""), ""Faded Short Sleeve T-shirts"")",Chrome 106.0.0.0,,,2022-10-16 20:30:40,2022-10-16 20:30:40,"0,497s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Order - My Store/span_Importo""), ""$16.51"")",Chrome 106.0.0.0,,,2022-10-16 20:30:40,2022-10-16 20:30:41,"0,405s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Order - My Store/span_Totale""), ""$19.25"")",Chrome 106.0.0.0,,,2022-10-16 20:30:41,2022-10-16 20:30:41,"0,367s",PASSED
"click(findTestObject(""Object Repository/Page_Order - My Store/span_Proceed to checkout""))",Chrome 106.0.0.0,,,2022-10-16 20:30:41,2022-10-16 20:30:47,"6,239s",PASSED
"click(findTestObject(""Object Repository/Page_Order - My Store/span_Proceed to checkout""))",Chrome 106.0.0.0,,,2022-10-16 20:30:47,2022-10-16 20:30:54,"6,759s",PASSED
"click(findTestObject(""Object Repository/Page_Order - My Store/input_2.00_cgv""))",Chrome 106.0.0.0,,,2022-10-16 20:30:54,2022-10-16 20:30:55,"0,612s",PASSED
"click(findTestObject(""Object Repository/Page_Order - My Store/span_Proceed to checkout_1""))",Chrome 106.0.0.0,,,2022-10-16 20:30:55,2022-10-16 20:30:59,"4,536s",PASSED
"click(findTestObject(""Object Repository/Page_Order - My Store/a_Pay by bank wire (order processing will b_e7efad""))",Chrome 106.0.0.0,,,2022-10-16 20:30:59,2022-10-16 20:31:06,"6,714s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_My Store/h3_Bank-wire payment""), ""Bank-wire payment."")",Chrome 106.0.0.0,,,2022-10-16 20:31:06,2022-10-16 20:31:07,"0,788s",FAILED
,,,,,,,
Test Cases/LogOut,Chrome 106.0.0.0,,,2022-10-16 20:31:07,2022-10-16 20:31:13,"6,865s",PASSED
"click(findTestObject(""Object Repository/Page_My account - My Store/a_Sign out""))",Chrome 106.0.0.0,,,2022-10-16 20:31:07,2022-10-16 20:31:12,"5,154s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Login - My Store/a_Sign in""), 0)",Chrome 106.0.0.0,,,2022-10-16 20:31:12,2022-10-16 20:31:13,"0,528s",PASSED
closeBrowser(),Chrome 106.0.0.0,,,2022-10-16 20:31:13,2022-10-16 20:31:13,"0,790s",PASSED
